22,98,1
55,87,1
21,18,1
88,92,1
13,12,1
41,96,1
36,48,1
12,93,1
93,80,1
71,36,1
99,94,1
32,94,1
81,95,1
91,24,1
87,28,1
84,99,1
92,92,1
81,31,1
51,10,1
97,43,1
13,64,1
73,67,1
97,22,1
16,2,1
28,34,1
22,23,1
8,49,1
21,70,1
79,62,1
67,99,1
4,38,1
8,52,1
57,32,1
1,53,1
40,43,1
51,70,1
97,95,1
58,88,1
79,49,1
45,20,1
71,72,1
95,53,1
62,17,1
80,89,1
50,62,1
46,40,1
39,19,1
56,77,1
28,49,1
48,33,1
6,37,1
74,33,1
46,29,1
44,52,1
58,78,1
45,16,1
60,34,1
62,27,1
19,68,1
67,78,1
48,39,1
73,73,1
10,67,1
20,32,1
84,92,1
24,31,1
26,78,1
18,41,1
11,38,1
12,8,1
73,67,1
87,73,1
95,83,1
80,50,1
77,25,1
77,62,1
61,16,1
23,71,1
51,39,1
29,56,1
34,57,1
73,90,1
95,23,1
70,22,1
19,45,1
22,90,1
73,50,1
6,47,1
10,88,1
49,36,1
85,44,1
38,64,1
3,66,1
65,30,1
92,22,1
93,38,1
80,55,1
7,48,1
76,41,1
96,42,1
9,98,1
5,35,1
58,30,1
12,83,1
43,9,1
60,74,1
91,33,1
78,52,1
92,93,1
86,15,1
35,44,1
97,65,1
65,35,1
8,11,1
64,71,1
3,67,1
82,15,1
81,91,1
12,10,1
64,21,1
98,25,1
45,75,1
51,61,1
29,19,1
27,88,1
3,96,1
84,69,1
50,86,1
49,21,1
67,33,1
76,33,1
95,85,1
4,98,1
23,62,1
39,41,1
6,39,1
9,33,1
61,73,1
24,70,1
71,44,1
29,92,1
39,53,1
5,93,1
78,31,1
17,28,1
78,92,1
96,11,1
8,95,1
46,88,1
39,96,1
26,64,1
66,59,1
42,16,1
15,35,1
86,20,1
96,85,1
8,75,1
68,22,1
19,36,1
45,41,1
45,67,1
73,34,1
93,25,1
76,12,1
9,67,1
84,84,1
45,12,1
56,93,1
97,20,1
64,88,1
66,27,1
2,23,1
60,30,1
23,3,1
95,30,1
75,77,1
16,83,1
79,69,1
7,3,1
63,84,1
76,18,1
24,16,1
71,14,1
13,94,1
35,95,1
35,42,1
47,80,1
86,89,1
15,44,1
51,90,1
8,82,1
61,50,1
18,54,1
43,46,1
73,3,1
91,81,1
21,82,1
12,72,1
85,91,1
91,16,1
46,33,1
61,29,1
10,20,1
58,11,1
13,84,1
77,25,1
97,51,1
80,45,1
25,31,1
82,65,1
97,73,1
56,40,1
76,42,1
10,58,1
47,84,1
1,14,1
2,62,1
2,74,1
93,90,1
52,25,1
1,48,1
19,97,1
73,48,1
33,68,1
40,61,1
86,21,1
65,65,1
57,67,1
57,96,1
41,53,1
65,80,1
26,78,1
60,11,1
62,25,1
37,84,1
92,50,1
76,37,1
64,44,1
2,86,1
75,14,1
47,48,1
99,77,1
26,85,1
20,27,1
40,80,1
78,14,1
91,33,1
75,80,1
5,62,1
68,11,1
2,13,1
84,54,1
70,89,1
13,30,1
33,49,1
44,53,1
98,8,1
67,37,1
71,4,1
86,72,1
39,86,1
96,7,1
84,38,1
64,48,1
96,28,1
28,31,1
19,22,1
25,69,1
44,14,1
57,45,1
48,38,1
31,21,1
22,56,1
5,2,1
28,51,1
50,12,1
62,83,1
50,65,1
49,17,1
93,93,1
49,7,1
44,41,1
90,47,1
91,68,1
95,85,1
6,88,1
96,39,1
24,53,1
64,14,1
62,15,1
85,43,1
88,77,1
8,52,1
39,61,1
86,62,1
45,76,1
50,69,1
31,90,1
26,43,1
96,7,1
35,2,1
7,60,1
49,14,1
28,79,1
36,90,1
84,16,1
94,51,1
32,5,1
50,36,1
17,94,1
15,26,1
69,77,1
88,23,1
7,77,1
34,26,1
39,36,1
54,10,1
69,17,1
65,12,1
20,16,1
78,36,1
15,21,1
48,47,1
68,35,1
98,83,1
1,81,1
67,88,1
4,67,1
18,36,1
90,56,1
95,53,1
1,24,1
73,80,1
6,52,1
21,96,1
77,17,1
25,92,1
87,61,1
76,61,1
51,95,1
91,72,1
10,20,1
93,34,1
9,86,1
43,71,1
14,93,1
49,74,1
62,97,1
91,45,1
44,20,1
78,40,1
19,8,1
47,97,1
54,72,1
26,11,1
61,65,1
93,51,1
25,93,1
83,86,1
45,41,1
1,92,1
28,23,1
24,99,1
7,77,1
97,71,1
38,49,1
91,9,1
15,84,1
5,80,1
59,47,1
60,27,1
30,29,1
23,6,1
28,9,1
84,75,1
1,31,1
44,82,1
1,7,1
22,22,1
63,65,1
53,15,1
9,61,1
63,25,1
71,16,1
31,77,1
26,72,1
55,83,1
52,98,1
83,73,1
88,41,1
62,48,1
55,90,1
50,8,1
74,47,1
35,89,1
40,85,1
66,17,1
65,87,1
95,14,1
57,64,1
74,5,1
86,65,1
71,93,1
68,17,1
93,11,1
51,33,1
73,34,1
17,88,1
62,43,1
47,88,1
51,75,1
81,60,1
29,92,1
37,99,1
92,98,1
39,69,1
89,56,1
40,56,1
20,40,1
71,57,1
7,28,1
89,46,1
39,34,1
93,5,1
57,35,1
87,30,1
14,92,1
74,70,1
60,5,1
61,60,1
39,63,1
23,58,1
4,98,1
43,22,1
37,80,1
11,14,1
19,54,1
89,2,1
78,20,1
41,88,1
62,47,1
10,86,1
31,36,1
99,72,1
82,76,1
70,64,1
87,60,1
8,80,1
99,62,1
44,51,1
35,65,1
62,69,1
16,27,1
44,81,1
87,5,1
95,1,1
49,12,1
81,50,1
55,35,1
96,25,1
11,64,1
48,93,1
95,98,1
89,62,1
59,49,1
50,87,1
2,8,1
18,41,1
75,67,1
17,9,1
34,96,1
49,65,1
54,82,1
84,51,1
98,10,1
17,97,1
60,54,1
10,24,1
50,59,1
32,80,1
19,71,1
26,90,1
58,47,1
41,55,1
10,40,1
25,77,1
19,1,1
78,55,1
14,9,1
26,36,1
76,19,1
38,33,1
51,70,1
28,14,1
81,56,1
92,67,1
55,95,1
87,83,1
40,17,1
46,19,1
80,36,1
33,33,1
24,10,1
75,4,1
32,59,1
19,40,1
32,27,1
88,82,1
51,35,1
45,52,1
78,4,1
34,20,1
34,74,1
13,60,1
6,52,1
98,30,1
67,80,1
92,21,1
69,84,1
34,84,1
63,73,1
55,83,1
80,4,1
79,65,1
2,87,1
50,58,1
96,66,1
62,53,1
43,55,1
92,94,1
1,5,1
56,69,1
71,44,1
56,83,1
21,78,1
72,86,1
12,21,1
3,30,1
75,62,1
45,3,1
11,31,1
61,89,1
38,45,1
82,6,1
67,37,1
15,49,1
89,47,1
7,74,1
78,14,1
19,83,1
2,91,1
59,15,1
41,57,1
57,10,1
29,27,1
94,4,1
73,96,1
41,99,1
12,25,1
51,31,1
74,40,1
96,45,1
98,40,1
16,52,1
96,42,1
26,60,1
86,67,1
18,2,1
2,9,1
51,62,1
19,92,1
95,28,1
61,49,1
68,49,1
50,34,1
83,37,1
4,17,1
76,26,1
25,63,1
6,75,1
7,41,1
25,44,1
96,30,1
14,3,1
93,9,1
90,64,1
7,21,1
96,67,1
71,99,1
9,2,1
41,7,1
29,15,1
16,28,1
19,64,1
72,14,1
48,60,1
75,53,1
45,20,1
28,57,1
15,44,1
71,67,1
57,71,1
95,7,1
62,30,1
29,27,1
92,47,1
74,86,1
65,63,1
12,98,1
25,45,1
10,15,1
86,10,1
39,27,1
88,2,1
72,71,1
81,3,1
70,84,1
85,78,1
64,6,1
96,47,1
40,80,1
37,10,1
46,36,1
68,28,1
89,63,1
60,99,1
43,89,1
81,59,1
46,90,1
52,38,1
28,54,1
1,4,1
56,34,1
80,16,1
41,1,1
89,82,1
4,26,1
38,21,1
11,95,1
82,64,1
13,91,1
95,18,1
46,21,1
78,48,1
23,73,1
43,69,1
79,81,1
64,68,1
37,65,1
66,69,1
23,15,1
66,46,1
16,42,1
27,4,1
93,50,1
49,3,1
61,66,1
80,47,1
11,46,1
27,81,1
98,72,1
91,18,1
21,25,1
48,2,1
42,64,1
10,61,1
28,32,1
50,56,1
52,52,1
28,60,1
12,57,1
81,40,1
83,39,1
21,32,1
78,32,1
58,61,1
25,74,1
73,20,1
63,32,1
19,12,1
2,33,1
37,89,1
17,25,1
65,71,1
37,48,1
28,99,1
52,65,1
32,4,1
55,24,1
99,51,1
15,76,1
79,81,1
53,61,1
69,65,1
55,18,1
33,39,1
54,7,1
39,60,1
39,25,1
52,80,1
11,90,1
80,71,1
54,17,1
80,15,1
96,76,1
26,70,1
14,38,1
40,72,1
93,71,1
14,61,1
46,5,1
40,95,1
70,49,1
60,37,1
12,85,1
70,27,1
5,86,1
40,2,1
84,65,1
29,49,1
7,58,1
1,63,1
67,48,1
31,56,1
15,50,1
26,10,1
44,4,1
54,59,1
17,61,1
67,34,1
62,83,1
3,88,1
63,12,1
84,50,1
43,22,1
61,41,1
60,59,1
17,57,1
90,8,1
88,98,1
51,44,1
47,37,1
61,60,1
42,52,1
76,33,1
45,58,1
60,70,1
75,22,1
42,60,1
91,58,1
63,68,1
34,11,1
9,32,1
95,76,1
63,6,1
29,81,1
30,50,1
22,95,1
69,99,1
73,49,1
46,58,1
78,66,1
13,4,1
70,98,1
78,53,1
79,18,1
72,49,1
15,5,1
45,27,1
68,13,1
94,53,1
12,67,1
67,92,1
94,27,1
89,65,1
53,32,1
19,28,1
62,12,1
67,81,1
17,23,1
98,85,1
50,11,1
11,32,1
40,69,1
82,29,1
27,2,1
35,33,1
16,25,1
23,10,1
33,81,1
79,20,1
28,22,1
29,59,1
52,6,1
36,57,1
80,62,1
59,30,1
65,19,1
10,42,1
54,39,1
40,50,1
35,29,1
23,43,1
33,62,1
38,28,1
81,9,1
68,59,1
85,6,1
17,27,1
34,14,1
10,53,1
21,95,1
8,50,1
67,44,1
74,21,1
92,81,1
96,50,1
39,81,1
80,34,1
56,7,1
75,34,1
23,71,1
48,27,1
53,50,1
86,56,1
74,30,1
52,73,1
46,26,1
30,31,1
70,33,1
84,60,1
42,57,1
42,57,1
4,34,1
27,79,1
56,8,1
86,83,1
99,79,1
76,10,1
63,35,1
9,54,1
73,77,1
90,79,1
42,78,1
20,86,1
12,14,1
82,44,1
72,67,1
61,10,1
50,80,1
8,13,1
69,81,1
88,69,1
61,94,1
18,68,1
59,12,1
85,45,1
70,80,1
27,50,1
97,39,1
47,19,1
22,95,1
97,40,1
19,81,1
49,67,1
8,59,1
44,8,1
63,49,1
17,70,1
44,63,1
48,44,1
9,99,1
35,68,1
3,25,1
97,43,1
43,26,1
42,52,1
60,54,1
85,94,1
13,71,1
59,23,1
48,81,1
29,71,1
72,92,1
56,17,1
1,76,1
30,30,1
61,18,1
53,34,1
41,59,1
24,81,1
96,98,1
99,57,1
89,99,1
66,9,1
55,11,1
89,32,1
25,16,1
7,8,1
48,93,1
21,60,1
34,88,1
35,1,1
41,68,1
26,68,1
13,65,1
73,87,1
55,14,1
41,7,1
19,30,1
63,9,1
8,32,1
2,48,1
8,86,1
63,34,1
39,74,1
86,61,1
70,14,1
74,90,1
45,97,1
84,97,1
8,59,1
89,75,1
79,67,1
82,52,1
89,1,1
13,81,1
8,11,1
75,46,1
80,61,1
28,82,1
46,16,1
67,95,1
67,68,1
7,30,1
70,2,1
56,24,1
10,49,1
40,27,1
49,37,1
77,1,1
59,54,1
55,69,1
51,71,1
50,69,1
57,11,1
82,55,1
36,22,1
72,24,1
22,96,1
55,55,1
95,3,1
76,75,1
39,11,1
94,2,1
61,87,1
41,57,1
25,39,1
42,65,1
28,85,1
56,55,1
90,94,1
41,90,1
65,5,1
22,76,1
60,50,1
80,85,1
87,97,1
32,47,1
5,44,1
12,70,1
69,44,1
38,63,1
22,73,1
58,44,1
84,9,1
88,35,1
76,95,1
28,40,1
68,94,1
78,24,1
31,26,1
86,72,1
6,67,1
16,43,1
91,42,1
66,81,1
81,48,1
74,53,1
66,8,1
99,3,1
77,93,1
1,43,1
75,86,1
41,61,1
73,55,1
71,34,1
60,45,1
67,55,1
21,94,1
23,86,1
1,43,1
38,74,1
16,14,1
98,96,1
51,88,1
24,35,1
12,26,1
37,97,1
82,55,1
42,64,1
40,75,1
54,65,1
95,21,1
31,92,1
25,68,1
19,47,1
67,54,1
76,98,1
86,51,1
28,44,1
22,76,1
39,25,1
29,68,1
88,64,1
86,31,1
30,96,1
76,56,1
41,3,1
47,8,1
14,14,1
4,24,1
5,43,1
66,84,1
45,32,1
17,65,1
99,9,1
4,42,1
73,82,1
20,38,1
78,39,1
59,54,1
13,91,1
89,40,1
93,42,1
49,8,1
51,11,1
4,35,1
46,1,1
18,34,1
28,29,1
48,43,1
38,34,1
59,52,1
89,72,1
85,86,1
11,96,1
59,25,1
57,28,1
27,13,1
70,68,1
35,13,1
74,69,1
92,93,1
20,75,1
77,52,1
26,64,1
56,20,1
96,67,1
96,84,1
4,79,1
99,84,1
11,43,1
11,65,1
50,56,1
98,9,1
92,58,1
10,69,1
34,94,1
80,54,1
96,82,1
22,62,1
95,7,1
93,37,1
75,10,1
62,45,1
42,39,1
27,92,1
36,86,1
95,69,1
98,11,1
94,43,1
10,65,1
22,70,1
65,96,1
46,87,1
17,45,1
75,1,1
46,88,1
32,34,1
35,54,1
73,20,1
83,45,1
60,58,1
13,93,1
77,44,1
20,77,1
35,7,1
89,34,1
11,3,1
20,92,1
16,28,1
9,92,1
3,68,1
34,40,1
6,5,1
75,19,1
80,35,1
77,85,1
78,36,1
43,26,1
85,72,1
67,87,1
89,70,1
46,81,1
33,72,1
32,83,1
32,23,1
55,16,1
44,30,1
18,61,1
21,9,1
69,37,1
6,19,1
32,14,1
77,17,1
42,14,1
53,26,1
84,80,1
82,63,1
47,24,1
84,68,1
95,93,1
16,34,1
90,44,1
63,12,1
22,79,1
53,61,1
86,90,1
83,4,1
40,42,1
70,14,1
76,32,1
57,41,1
68,44,1
97,54,1
77,87,1
88,19,1
97,39,1
7,75,1
48,1,1
77,86,1
70,50,1
89,37,1
30,3,1
27,89,1
61,76,1
80,81,1
21,5,1
93,51,1
46,95,1
87,84,1
24,20,1
29,40,1
7,66,1
81,52,1
63,15,1
72,84,1
46,78,1
69,61,1
80,19,1
22,35,1
92,64,1
48,77,1
34,32,1
28,62,1
45,53,1
19,8,1
27,50,1
82,12,1
91,28,1
99,48,1
75,41,1
5,41,1
74,91,1
38,34,1
42,39,1
74,23,1
70,61,1
26,67,1
18,54,1
59,6,1
57,18,1
91,23,1
61,91,1
91,47,1
72,52,1
13,39,1
80,34,1
71,77,1
23,79,1
77,22,1
52,42,1
92,90,1
75,45,1
60,46,1
43,73,1
44,82,1
38,39,1
99,7,1
24,92,1
94,37,1
44,31,1
37,98,1
69,91,1
68,77,1
40,36,1
64,57,1
72,75,1
70,76,1
99,33,1
56,77,1
31,17,1
82,65,1
65,10,1
1,44,1
97,89,1
8,8,1
40,65,1
3,82,1
56,85,1
85,70,1
85,69,1
23,6,1
76,1,1
16,72,1
94,8,1
14,54,1
84,78,1
48,55,1
43,54,1
35,74,1
36,93,1
58,72,1
94,50,1
54,44,1
81,42,1
62,97,1
91,56,1
94,75,1
58,61,1
34,10,1
33,63,1
38,85,1
59,9,1
41,3,1
54,89,1
98,36,1
82,33,1
73,34,1
79,47,1
35,23,1
61,79,1
35,93,1
19,62,1
96,37,1
74,10,1
42,4,1
14,52,1
8,13,1
66,69,1
57,28,1
64,45,1
16,23,1
40,23,1
41,98,1
13,96,1
47,5,1
32,99,1
27,31,1
72,72,1
71,76,1
65,49,1
64,69,1
65,65,1
71,41,1
89,20,1
54,56,1
60,39,1
4,14,1
63,70,1
90,2,1
9,66,1
2,93,1
42,48,1
46,22,1
83,63,1
57,61,1
45,81,1
22,76,1
80,1,1
42,50,1
62,79,1
97,10,1
13,73,1
25,37,1
1,9,1
55,60,1
83,92,1
38,20,1
31,21,1
46,17,1
86,80,1
74,22,1
93,15,1
99,15,1
62,27,1
73,21,1
89,68,1
79,91,1
70,14,1
50,22,1
26,32,1
67,86,1
58,47,1
80,88,1
81,19,1
22,64,1
35,27,1
89,60,1
83,63,1
36,48,1
20,7,1
27,74,1
18,84,1
31,50,1
12,91,1
65,90,1
38,30,1
91,71,1
60,6,1
36,15,1
87,87,1
91,36,1
74,59,1
16,55,1
87,65,1
27,2,1
53,98,1
94,92,1
30,68,1
9,99,1
22,31,1
85,80,1
61,9,1
98,59,1
38,18,1
54,10,1
41,75,1
52,79,1
1,60,1
74,78,1
75,6,1
12,94,1
78,44,1
96,37,1
40,70,1
66,90,1
37,39,1
77,54,1
35,36,1
21,3,1
91,38,1
10,1,1
11,57,1
66,31,1
22,10,1
83,64,1
60,17,1
18,79,1
16,99,1
15,31,1
44,10,1
76,37,1
38,87,1
78,69,1
59,63,1
70,9,1
51,24,1
39,38,1
71,60,1
92,69,1
40,34,1
12,91,1
88,17,1
16,43,1
79,65,1
55,61,1
80,91,1
56,17,1
45,49,1
61,1,1
74,76,1
4,37,1
24,16,1
54,89,1
51,98,1
72,12,1
62,72,1
74,35,1
63,73,1
60,75,1
68,31,1
17,74,1
84,43,1
34,66,1
12,69,1
35,49,1
33,13,1
5,22,1
38,82,1
28,11,1
83,89,1
49,57,1
90,29,1
88,32,1
87,55,1
12,39,1
52,77,1
20,96,1
26,30,1
74,44,1
38,89,1
3,72,1
60,90,1
62,93,1
45,13,1
82,62,1
1,54,1
20,47,1
70,52,1
22,58,1
47,54,1
38,26,1
27,57,1
60,92,1
7,17,1
91,15,1
66,99,1
30,26,1
13,2,1
98,16,1
91,67,1
33,55,1
8,26,1
98,97,1
64,45,1
58,15,1
97,69,1
27,13,1
68,79,1
24,2,1
42,34,1
92,56,1
25,52,1
17,80,1
41,76,1
3,74,1
37,28,1
39,8,1
45,75,1
82,71,1
41,9,1
97,34,1
46,8,1
2,63,1
57,8,1
20,32,1
42,61,1
13,19,1
46,92,1
57,43,1
96,32,1
47,99,1
62,80,1
8,64,1
71,39,1
24,63,1
23,83,1
81,1,1
99,30,1
4,1,1
64,79,1
15,60,1
27,62,1
17,71,1
77,64,1
72,36,1
65,86,1
8,30,1
67,35,1
21,65,1
18,77,1
84,55,1
78,81,1
92,22,1
26,56,1
8,38,1
84,40,1
12,35,1
83,15,1
97,95,1
44,51,1
83,22,1
55,37,1
17,88,1
32,79,1
96,66,1
84,46,1
62,1,1
89,73,1
1,51,1
34,83,1
48,90,1
87,65,1
19,9,1
61,80,1
25,41,1
84,18,1
58,75,1
58,27,1
55,55,1
44,88,1
7,37,1
55,56,1
93,86,1
39,9,1
60,91,1
41,53,1
54,97,1
1,47,1
42,3,1
34,84,1
89,74,1
1,74,1
43,81,1
77,63,1
5,43,1
53,14,1
94,60,1
99,28,1
62,93,1
52,42,1
55,88,1
49,87,1
16,96,1
80,17,1
53,66,1
57,51,1
68,78,1
80,74,1
46,89,1
96,26,1
9,59,1
87,77,1
30,68,1
24,83,1
36,72,1
91,65,1
87,77,1
11,20,1
46,78,1
85,66,1
18,14,1
7,34,1
89,7,1
85,52,1
91,27,1
83,45,1
91,77,1
51,85,1
36,71,1
26,46,1
60,71,1
49,60,1
5,68,1
69,49,1
2,74,1
71,77,1
42,92,1
61,66,1
80,23,1
7,9,1
39,43,1
98,37,1
16,5,1
47,65,1
94,76,1
87,38,1
58,90,1
86,63,1
5,60,1
6,36,1
84,74,1
16,23,1
99,72,1
83,97,1
65,50,1
93,70,1
88,35,1
66,20,1
16,42,1
78,42,1
99,38,1
83,78,1
25,19,1
97,55,1
1,6,1
99,89,1
28,49,1
64,2,1
8,29,1
50,19,1
70,69,1
18,54,1
15,28,1
81,31,1
45,4,1
18,42,1
22,54,1
70,62,1
5,82,1
38,52,1
10,24,1
60,10,1
91,45,1
57,95,1
61,14,1
80,50,1
69,58,1
46,3,1
85,1,1
6,26,1
11,19,1
55,12,1
95,36,1
20,6,1
71,15,1
59,23,1
29,45,1
4,87,1
26,97,1
90,80,1
55,51,1
46,36,1
90,72,1
97,35,1
87,93,1
31,55,1
36,33,1
73,21,1
43,56,1
65,14,1
34,5,1
3,54,1
46,6,1
68,52,1
40,41,1
95,17,1
38,76,1
91,46,1
82,29,1
82,79,1
80,41,1
72,65,1
77,29,1
38,41,1
78,7,1
14,67,1
36,36,1
59,46,1
54,86,1
19,37,1
45,10,1
42,87,1
11,41,1
91,4,1
79,59,1
45,41,1
34,54,1
82,15,1
55,63,1
55,43,1
54,28,1
85,77,1
70,18,1
34,55,1
64,85,1
33,17,1
48,38,1
60,95,1
79,74,1
22,19,1
24,30,1
72,73,1
96,3,1
29,25,1
5,75,1
39,45,1
66,30,1
78,60,1
77,19,1
7,7,1
67,71,1
2,70,1
20,37,1
4,77,1
42,54,1
48,88,1
55,48,1
99,2,1
85,74,1
39,79,1
27,47,1
69,76,1
93,57,1
73,38,1
52,7,1
8,97,1
46,91,1
67,42,1
54,70,1
97,59,1
57,29,1
29,79,1
57,17,1
99,56,1
51,11,1
26,14,1
97,42,1
17,86,1
81,82,1
15,89,1
29,82,1
24,32,1
71,70,1
65,28,1
77,3,1
75,51,1
35,25,1
65,5,1
30,42,1
73,70,1
41,77,1
46,92,1
34,94,1
19,45,1
30,77,1
59,28,1
98,94,1
60,41,1
51,60,1
38,8,1
93,51,1
99,2,1
56,57,1
97,75,1
79,44,1
72,11,1
55,36,1
5,43,1
49,23,1
48,37,1
60,91,1
56,81,1
18,18,1
36,77,1
41,6,1
7,85,1
70,35,1
96,33,1
24,84,1
31,67,1
70,90,1
24,50,1
92,82,1
71,67,1
34,36,1
38,88,1
34,42,1
43,54,1
72,96,1
96,97,1
78,44,1
28,62,1
34,24,1
24,80,1
87,64,1
84,44,1
93,5,1
20,98,1
26,82,1
20,58,1
63,43,1
60,83,1
38,42,1
17,4,1
56,26,1
27,13,1
92,43,1
51,56,1
62,8,1
7,80,1
45,27,1
31,92,1
38,90,1
27,92,1
23,10,1
87,84,1
65,53,1
6,34,1
19,23,1
64,55,1
40,91,1
23,15,1
6,37,1
61,7,1
81,30,1
1,3,1
94,2,1
83,51,1
22,2,1
90,59,1
92,70,1
53,8,1
86,57,1
39,21,1
9,47,1
81,71,1
80,85,1
53,92,1
96,4,1
84,64,1
71,90,1
51,15,1
44,97,1
4,47,1
86,29,1
40,2,1
59,38,1
81,66,1
12,61,1
91,65,1
28,85,1
49,67,1
96,10,1
49,59,1
66,32,1
82,13,1
6,46,1
75,99,1
21,25,1
56,46,1
10,28,1
5,56,1
49,3,1
76,33,1
95,84,1
79,60,1
15,47,1
2,65,1
1,93,1
49,91,1
28,51,1
